lat,lon,sst,sst_std,mask,x,y,learned_pred,learned_var,guessed_pred,guessed_var
48.02,-9.96,,,1.0,-1.3532349933595431,5.6278991258151745,0.24874586,0.5961696,0.28390664,0.11509216
48.02,-9.94,,,1.0,-1.35176574170744,5.627390847175965,0.2559395,0.5877677,0.29246458,0.109027386
48.02,-9.9,,,1.0,-1.3488271650465389,5.626375656536909,0.27069932,0.571186,0.3099936,0.0979929
48.02,-9.86,,,1.0,-1.3458883976983391,5.625362255132634,0.28594747,0.55494905,0.32801667,0.08833408
48.02,-9.84,,,1.0,-1.3444189777501647,5.624856237219868,0.29374024,0.54696894,0.33719465,0.08401358
48.02,-9.8,,,1.0,-1.3414799255635037,5.623845518248689,0.30962217,0.53133196,0.35584393,0.076284766
48.02,-9.76,,,1.0,-1.3385406842740284,5.6228365866500125,0.32586023,0.51615596,0.37480718,0.06978583
48.02,-9.74,,,1.0,-1.3370709578721691,5.622332778876953,0.3340917,0.50875956,0.38437736,0.06695247
48.02,-9.7,,,1.0,-1.3341314341085062,5.621326526965074,0.35072547,0.49435145,0.4036501,0.062078
48.02,-9.66,,,1.0,-1.331191722815934,5.620322060569427,0.3675367,0.48050815,0.42299747,0.058172703
48.02,-9.64,,,1.0,-1.3297218320885376,5.619820508661558,0.37598008,0.47380286,0.43267372,0.056628466
48.02,-9.6,,,1.0,-1.3267818406791785,5.618818719130276,0.39288354,0.4608456,0.4519552,0.05407679
48.02,-9.56,,,1.0,-1.323841663304258,5.617818713265024,0.40972945,0.4484942,0.47104654,0.052294254
48.02,-9.54,,,1.0,-1.322371470022391,5.617319367076622,0.41810185,0.44255006,0.48048276,0.051727057
48.02,-9.5,,,1.0,-1.3194310148634123,5.616322035347493,0.43468973,0.43114597,0.49908048,0.05100417
48.02,-9.46,,,1.0,-1.316490375291754,5.6153264854402485,0.45098296,0.42035216,0.5172106,0.050894022
48.02,-9.440001,,,1.0,-1.3150200216018098,5.614829390286468,0.45899457,0.41520143,0.526065,0.051187277
48.02,-9.4,,,1.0,-1.312079036452839,5.6138364880603575,0.4746821,0.40534347,0.5433029,0.051722527
48.02,-9.36,,,1.0,-1.3091379385484003,5.612845389511401,0.48987153,0.39608938,0.5598212,0.05289197
48.02,-9.34,,,1.0,-1.3076673562746324,5.6123505192952186,0.49726093,0.39167374,0.5677913,0.05369532
48.02,-9.3,,,1.0,-1.3047259852178783,5.611362089325806,0.51158226,0.38326323,0.5831035,0.05512929
